ipa,id,description,ph.anterior,ph.approximant,ph.atr,ph.back,ph.click,ph.consonantal,ph.constr,ph.continuant,ph.coronal,ph.delrel,ph.distributed,ph.dorsal,ph.ejective,ph.fortis,ph.front,ph.high,ph.implosive,ph.labial,ph.labiodental,ph.lateral,ph.long,ph.low,ph.nasal,ph.periodic,ph.pharyngeal,ph.round,ph.rtr,ph.short,ph.sonorant,ph.spread,ph.stress,ph.strident,ph.syllabic,ph.tap,ph.tense,ph.tone,ph.trill,fk.cm,fk.cp,fk.cs,fk.gc,fk.init,fk.phon,fk.pri,fk.pros,fk.sec,fk.tone,fk.vh,fk.vm,fk.vv,notes
ṳ,1492,(breathy) (round) (close) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,back,roun,clos,
bˤ,1048,(voiced) (pharyngealized) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,-,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,+,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,void,,,phrz,,,,,
œy,2167,(voiced) (round) (openmid and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-|+,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,-|+,0,-,,,,vowl,plme,void,,,,,frnt|frnt,roun,omid|clos,
ɛ̙ː,2331,(long) (voiced) (retracted) (openmid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,+,-,-,+,-,0,+,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,retr,long,,,frnt,,omid,
bˠ,1254,(voiced) (velarized) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,void,,,vlrz,,,,,
k͈ː,739,(long) (voiceless) (fortis) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,stop,velr,smpx,cons,plme,voil,frts,long,,,,,,
u͓,1549,(voiced) (mid-centralized) (round) (close) (back) (pulmonic-egressive) (vowel),0,-,-,+,0,+,-,+,-,+,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,0,+,-,+,0,-,,,,vowl,plme,void,mctr,,,,back,roun,clos,
œi,2693,(voiced) (rounded-unrounded) (openmid and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-|+,-,+|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,-|+,0,-,,,,vowl,plme,void,,,,,frnt|frnt,rdur,omid|clos,
t̪ʷʰ,1455,(voiceless) (labialized) (dental) (pulmonic-egressive) (stop) (post-aspirated) (consonant),+,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,+,-,-,-,-,0,0,-,stop,dntl,tasp,cons,plme,voil,,,lblz,,,,,
mˤː,1056,(long) (voiced) (pharyngealized) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,-,0,-,+,-,-,-,0,0,-,-,-,0,0,-,+,-,-,+,0,+,+,-,-,+,-,+,-,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,void,,long,phrz,,,,,
s͈ː,742,(long) (voiceless) (fortis) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,+,0,0,-,-,0,-,+,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,voil,frts,long,,,,,,
uˤː,1792,(long) (voiced) (pharyngealized) (round) (close) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,long,phrz,,back,roun,clos,
bˀ,761,(voiced) (bilabial) (glottal-egressive) (stop) (post-glottalized) (consonant),0,-,0,0,-,+,+,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,tglz,cons,glte,void,,,,,,,,
ɤ,22,(voiced) (closemid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,back,,cmid,
ɨ̞̃,1774,(voiced) (lowered) (nasal-vowel) (close) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,+,-,-,0,-,-,-,+,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,,,cntr,vnsl,clos,
ɔ̃ː,747,(long) (voiced) (nasalized) (nasal-vowel and round) (openmid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,+,+,-,+,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,nasz,long,,,back,vnsl|roun,omid,
bː,295,(long) (voiced) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,+,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,void,,long,,,,,,
˦˥̰,407,(creaky) (pulmonic-egressive) (suprasegmental) (#45),0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,+,0,,,,sseg,plme,crky,,,,45,,,,
x,116,(voiceless) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,-,-,+,-,+,-,+,0,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,voil,,,,,,,,
˥˧˥,467,(voiced) (pulmonic-egressive) (suprasegmental) (#535),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,535,,,,
ʈʂ͇,573,(voiceless) (alveolar) (pulmonic-egressive) (affricate) (complex) (consonant),-,-,0,0,-,+,-,-,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,alvr,cmpx,cons,plme,voil,,,,,,,,
dˤː,1018,(long) (voiced) (pharyngealized) (alveolar) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,+,0,-,+,-,0,+,-,-,-,-,-,-,-,0,0,-,stop,alvr,smpx,cons,plme,void,,long,phrz,,,,,
ɦ̤,2511,(breathy) (glottal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,-,-,+,-,+,0,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,+,-,0,-,-,0,0,-,frct,gltl,smpx,cons,plme,brth,,,,,,,,
d̪ʼkxʼ,2575,(voiced) (dental) (glottal-egressive) (click) (post-glottalized) (consonant),0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clck,dntl,tglz,cons,glte,void,,,,,,,,
˧˨̤,538,(breathy) (pulmonic-egressive) (suprasegmental) (#32),0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,+,0,,,,sseg,plme,brth,,,,32,,,,
k̃ʷ,2000,(voiceless) (nasalized) (labialized) (velar) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,+,0,-,-,-,+,-,-,+,0,-,-,-,-,0,-,-,0,0,-,stop,velr,smpx,cons,plme,voil,nasz,,lblz,,,,,
bɦ,2348,(voiced) (bilabial) (pulmonic-egressive) (stop) (post-aspirated) (consonant),0,-,0,0,-,+|-,-,-|+,-,-|+,0,-,-,-,0,0,-,+|-,-,-,-,0,-,+,-,-,0,-,-,-|+,-,0,-,-,0,0,-,stop,blab,tasp,cons,plme,void,,,,,,,,
o̞ˤː,1639,(long) (voiced) (lowered) (pharyngealized) (round) (closemid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,long,phrz,,back,roun,cmid,
a̰ḭ,2422,(creaky) (open and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,+,+,-,0,0,+,-,0,-|+,-|+,-,-,0,-,-,+|-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,crky,,,,,frnt|frnt,,open|clos,
bɡ,2476,(voiced) (bilabial) (pulmonic-egressive) (stop) (complex) (consonant),0,-,0,-,-,+,-,-,-,-,0,-|+,-,-,-,+,-,+|-,-,-,-,-,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,cmpx,cons,plme,void,,,,,,,,
bɾ,2817,(voiced) (rhotacized) (bilabial) (pulmonic-egressive) (stop) (complex) (consonant),+,-|+,0,0,-,+,-,-|+,-|+,-,-,-,-,-,0,0,-,+|-,-,-,-,0,-,+,-,-,0,-,-|+,-,-,-,-,-|+,0,0,-,stop,blab,cmpx,cons,plme,void,,,rhtz,,,,,
c,208,(voiceless) (palatal) (pulmonic-egressive) (stop) (simplex) (consonant),-,-,0,-,-,+,-,-,+,-,+,+,-,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,palt,smpx,cons,plme,voil,,,,,,,,
ŋɣᶣ,2787,(voiced) (velar) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),0,-,0,+,-,+,-,-|+,-,+,0,+,-,-,+,+,-,+,0,-,-,-,+|-,+,-,+,0,-,+|-,-,-,0,-,-,0,0,-,frct,velr,pnsz,cons,plme,void,,,,,,,,
r̪ː,2709,(long) (voiced) (dental) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,-,0,-,+,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,dntl,smpx,cons,plme,void,,long,,,,,,
i̤ː,1333,(long) (breathy) (close) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,+,-,-,+,-,0,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,long,,,frnt,,clos,
ŋǁ͓,1569,(voiceless) (mid-centralized) (lateral-release) (alveolar) (velaric-ingressive) (click) (pre-nasalized) (consonant),+,-,0,-,+,+,-,-,+,+,-,+,-,-,-,+,-,-,0,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,alvr,pnsz,cons,veli,voil,mctr,,latr,,,,,
ø,59,(voiced) (round) (closemid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,frnt,roun,cmid,
tˤː,1025,(long) (voiceless) (pharyngealized) (alveolar) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,-,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,+,0,-,-,-,0,+,-,-,-,-,-,-,-,0,0,-,stop,alvr,smpx,cons,plme,voil,,long,phrz,,,,,
χʷˤ,1444,(voiceless) (labialized and pharyngealized) (uvular) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,+,0,-,-,-,-,-,-,+,+,-,-,-,-,0,-,-,0,0,-,frct,uvlr,smpx,cons,plme,voil,,,lblz|phrz,,,,,
t̠ʃʷʰ,97,(voiceless) (retracted) (labialized) (postalveolar) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),-,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,+,-,+,-,-,0,0,-,affr,palv,tasp,cons,plme,voil,retr,,lblz,,,,,
ɦʷ,2484,(voiced) (labialized) (glottal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,-,-,+,-,+,0,-,-,-,0,0,-,+,0,-,-,0,-,+,-,+,0,-,-,+,-,0,-,-,0,0,-,frct,gltl,smpx,cons,plme,void,,,lblz,,,,,
t̠ʃʷʼ,100,(voiceless) (retracted) (labialized) (postalveolar) (glottal-egressive) (affricate) (post-glottalized) (consonant),-,-,0,0,-,+,+,-,+,+,+,-,+,-,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,-,-,+,-,-,0,0,-,affr,palv,tglz,cons,glte,voil,retr,,lblz,,,,,
nsɾ,2821,(voiceless) (rhotacized) (alveolar) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),+,-|+,0,0,-,+,-,-|+|+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,+|-|-,+|-|+,-,0,0,-,+|-|+,-,-,-|+|-,-,-|+,0,0,-,frct,alvr,pnsz,cons,plme,voil,,,rhtz,,,,,
ŋǁʼ,2534,(voiceless) (lateral-release) (alveolar) (glottal-egressive) (click) (post-glottalized) (consonant),+,-,0,-,+,+,+,-,+,-,-,+,+,-,-,+,-,-,0,-,-,-,+,+,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,alvr,tglz,cons,glte,voil,,,latr,,,,,
ps,2474,(voiceless) (bilabio-alveolar) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,0,-,+,-,-|+,-|+,-|+,-,-,-,-,0,0,-,+|-,-,-,-,0,-,-,-,-,0,-,-,-,-,+,-,-,0,0,-,affr,balv,cmpx,cons,plme,voil,,,,,,,,
tz̤̥,469,(voiceless) (alveolar) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,0,-,+,-,-|+,+,-|+,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,-|+,-,-,0,0,-,affr,alvr,cmpx,cons,plme,voil,,,,,,,,
pt,2782,(voiceless) (bilabio-alveolar) (pulmonic-egressive) (stop) (complex) (consonant),+,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,+,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,0,0,-,stop,balv,cmpx,cons,plme,voil,,,,,,,,
o̘ː,387,(long) (voiced) (round) (closemid) (back) (pulmonic-egressive) (vowel),0,+,+,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,long,,,back,roun,cmid,
*R̪,1404,(voiced) (dental) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,-,0,0,0,0,tril,dntl,smpx,cons,plme,void,,,,,,,,
pf,230,(voiceless) (bilabio-labiodental) (pulmonic-egressive) (affricate) (complex) (consonant),0,-,0,0,-,+,-,-,-,+,0,-,-,-,0,0,-,+,+,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,0,0,-,affr,blbd,cmpx,cons,plme,voil,,,,,,,,
χʷː,1448,(long) (voiceless) (labialized) (uvular) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,-,-,-,+,0,-,+,-,-,-,-,+,0,-,-,-,-,0,-,-,0,0,-,frct,uvlr,smpx,cons,plme,voil,,long,lblz,,,,,
ɲ̟ʝ̟,647,(voiced) (advanced) (palatal) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),-,-,0,-,-,+,-,-|+,+,+,+,+,-,-,+,+,-,-,0,-,-,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-,stop,palt,pnsz,cons,plme,void,advc,,,,,,,
i̞ː,2714,(long) (voiced) (lowered) (close) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,+,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,long,,,frnt,,clos,
pm,2043,(voiceless) (bilabial) (pulmonic-egressive) (stop) (post-nasalized) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-|+,-|+,-,-,0,-,-|+,-,-,0,-,-,0,0,-,stop,blab,tnsz,cons,plme,voil,,,,,,,,
t̪ʲʰ,308,(voiceless) (palatalized) (dental) (pulmonic-egressive) (stop) (post-aspirated) (consonant),+,-,0,+,-,+,-,-,+,-,+,+,-,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,dntl,tasp,cons,plme,voil,,,pltz,,,,,
uɛ,1076,(voiced) (rounded-unrounded) (close and openmid) (back and front) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-,-,+|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,,,,back|frnt,rdur,clos|omid,
uɔ,1090,(voiced) (round) (close and openmid) (back and back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+|-,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,,,,back|back,roun,clos|omid,
pʷˠʰ,1159,(voiceless) (labialized and velarized) (bilabial) (pulmonic-egressive) (stop) (post-aspirated) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,-,-,-,+,0,-,-,+,-,0,-,-,0,0,-,stop,blab,tasp,cons,plme,voil,,,lblz|vlrz,,,,,
t̪ʼː,2732,(long) (voiceless) (dental) (glottal-egressive) (stop) (post-glottalized) (consonant),+,-,0,0,-,+,+,-,+,-,+,-,+,-,0,0,-,-,0,-,+,0,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,tglz,cons,glte,voil,,long,,,,,,
ɯ̤i̤,1733,(breathy) (close and close) (back and front) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,-,-,0,-,-,-,-,+,-,0,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,back|frnt,,clos|clos,
χʷʼ,1789,(voiceless) (labialized) (uvular) (glottal-egressive) (fricative) (post-glottalized) (consonant),0,-,0,+,-,+,+,+,-,+,0,+,+,-,-,-,-,+,0,-,-,-,-,-,-,+,0,-,-,-,-,0,-,-,0,0,-,frct,uvlr,tglz,cons,glte,voil,,,lblz,,,,,
ɬ̪ʷː,1451,(long) (voiceless) (lateral-release and labialized) (dental) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,+,-,-,-,0,0,-,+,0,+,+,0,-,-,-,+,0,-,-,-,-,-,-,-,0,0,-,frct,dntl,smpx,cons,plme,voil,,long,latr|lblz,,,,,
˥,441,(voiced) (pulmonic-egressive) (suprasegmental) (#55),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,55,,,,
ɲ̤cʰ,2776,(breathy) (palatal) (pulmonic-egressive) (stop) (post-aspirated) (consonant),-,-,0,-,-,+,-,-,+,-,+,+,-,-,+,+,-,-,0,-,-,-,+|-,+|-,-,0,0,-,+|-,+,-,-,-,-,0,0,-,stop,palt,tasp,cons,plme,brth,,,,,,,,
˧˨ˤ,515,(voiced) (pharyngealized) (pulmonic-egressive) (suprasegmental) (#32),0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,phrz,32,,,,
ʈʂʼ,693,(voiceless) (retroflex) (glottal-egressive) (affricate) (post-glottalized) (consonant),-,-,0,0,-,+,+,-,+,+,-,-,+,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,rtfx,tglz,cons,glte,voil,,,,,,,,
n̤d̤z̤,2529,(breathy) (alveolar) (pulmonic-egressive) (affricate) (pre-nasalized) (consonant),+,-,0,0,-,+,-,-,+,+,-,-,-,-,0,0,-,-,0,-,-,0,+|-,+,-,0,0,-,+|-,+,-,+,-,-,0,0,-,affr,alvr,pnsz,cons,plme,brth,,,,,,,,
˧˨˧,2163,(voiced) (pulmonic-egressive) (suprasegmental) (#323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,323,,,,
uɨ,2260,(voiced) (rounded-unrounded) (close and close) (back and central) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-,+,-,+|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,back|cntr,rdur,clos|clos,
uɪ,1069,(voiced) (rounded-unrounded) (close and nearclose) (back and nearfront) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+,-,+|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,,,,back|nfrt,rdur,clos|ncls,
ʈʂʷ,2762,(voiceless) (labialized) (retroflex) (pulmonic-egressive) (affricate) (complex) (consonant),-,-,0,0,-,+,-,-,+,+,-,-,-,-,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,-,-,+,-,-,0,0,-,affr,rtfx,cmpx,cons,plme,voil,,,lblz,,,,,
ɺ,568,(voiced) (alveolar) (pulmonic-egressive) (flap) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,+,-,0,-,+,-,0,0,-,+,-,-,-,-,+,0,0,-,flap,alvr,smpx,cons,plme,void,,,,,,,,
ʈʂʰ,233,(voiceless) (retroflex) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),-,-,0,0,-,+,-,-,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-,affr,rtfx,tasp,cons,plme,voil,,,,,,,,
b̤,234,(breathy) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,0,-,-,+,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,brth,,,,,,,,
ɡb,1064,(voiced) (labiovelar) (pulmonic-egressive) (stop) (complex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,lvlr,cmpx,cons,plme,void,,,,,,,,
kǃǃʰʼ,2675,(voiceless) (retroflex) (glottal-egressive) (click) (post-glottalized) (consonant),+,-,0,-,+,+,+,-,+,-,-,+,+,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,rtfx,tglz,cons,glte,voil,,,,,,,,
ɔõ̯,1337,(brief) (voiced) (round) (openmid and open) (back and back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,-,-,+,+,-,+,-,-,+,-,-,0,-,-,-|+,0,-,,,,vowl,plme,void,,brev,,,back|back,roun,omid|open,
ɓʲ,1794,(voiced) (palatalized) (bilabial) (glottal-ingressive) (stop) (simplex) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,+,+,+,+,-,-,-,-,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,glti,void,,,pltz,,,,,
˨˦,1812,(voiced) (pulmonic-egressive) (suprasegmental) (#24),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,24,,,,
ɓʷ,993,(voiced) (labialized) (bilabial) (glottal-ingressive) (stop) (simplex) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,+,+,-,-,-,0,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,glti,void,,,lblz,,,,,
b̩,1070,(syllabic) (voiced) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,0,-,-,-,-,0,+,-,0,0,-,stop,blab,smpx,cons,plme,void,,syll,,,,,,
b̪,1274,(voiced) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,-,-,-,-,+,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,dntl,smpx,cons,plme,void,,,,,,,,Unclear how one can have a dental bilabial stop
wei̯,2187,(brief) (voiced) (rounded-unrounded) (close and openmid and close) (back and front and front) (pulmonic-egressive) (vowel),0,+,-,+|-|-,-,-,-,+,-,0,0,+,-,-,-|+|+,+|-|+,-,+|-|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,-,-,+,0,-,,,,vowl,plme,void,,brev,,,back|frnt|frnt,rdur,clos|omid|clos,
uʌ,1798,(voiced) (rounded-unrounded) (close and openmid) (back and back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+|-,-,+|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,,,,back|back,rdur,clos|omid,
b̰,189,(creaky) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,+,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,crky,,,,,,,,
ɯa,1729,(voiced) (close and open) (back and back) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,-,-,0,-,-,-|+,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,back|back,,clos|open,
ɡv,1838,(voiced) (velarized) (velar) (pulmonic-egressive) (fricative) (complex) (consonant),0,-,0,-,-,+,-,-|+,-,-|+,0,+|-,-,-,-,+,-,-|+,+,-,-,-,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,frct,velr,cmpx,cons,plme,void,,,vlrz,,,,,
fʃ,2106,(voiceless) (labiodental) (pulmonic-egressive) (fricative) (complex) (consonant),-,-,0,0,-,+,-,+,-|+,+,+,-,-,-,0,0,-,+|-,+,-,-,0,-,-,-,-,0,-,-,-,-,+,-,-,0,0,-,frct,lbdt,cmpx,cons,plme,voil,,,,,,,,Sequence of ld fric. & pa. fric.
