Number,Language,"Alternate name(s)",Dialect,Location,Population,Classification,Dictionary,Grammar,Textbooks,"Other Sources",Consonants,Stops,Affricates,Fricatives,Nasals,Laterals,Vibrants,Clicks,"Modified Consonants",Glides,Vowels,"Front vowels","Central vowels","Back vowels","Long vowels","Nasal Vowels","Modified Vowels",Diphthongs,Syllable,Tones,Stress,"Noun number","Noun classes",Gender,Demonstratives,Articles,Pronouns,Syntax,Ergative,"Noun incorporation","Prepositions or postpositions",Comments
2570,Lung-chow,,,"SE China (SW Kwangsi)","170,000","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Central",,,,"Li, Fang-Kuei. 1977. A Handbook of Comparative Tai. OLSP 15.","§p ph b  h  k kh ʔ
č čh
f v š h
m  ŋ
l ɬ
","p ph b  h  k kh ʔ","č čh","f v š h","m  ŋ","l ɬ",,,,j,§,I,ə,"ʋ ɑ","i e ə a u o",,,"§ɑi ɑu aə 
ai ōi ui iu ēu au",(C)(C)V(C),"hi lev mid lev mid fall lo lev lo fall glott ris",,,,,,,,,,,,
2571,Khamti,,,"NE India (Assam)",,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern","Weidert, Alfons 1977. Tai-Khamti Phonology and Vocabulary. Wiesbaden: Franz Steiner.",,,,"§p ph  h k kh ʔ
ts
s h
m  ŋ
l
","p ph  h k kh ʔ",ts,"s h","m  ŋ",l,,,,"j w",§,I,ɐ,"ʋ ɯ","i e ɛ a u ɯ o ɔ",,,,,"hi lev hi fall lo lev lo ris lo creaky",,,,,,,,SOV,,,,
2572,Khün,,,"EC Burma (E Shan)",,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,"Egerod, Søren. 1959. ""Essentials of Khün Phonology and Script,"" Acta Orientalia 24, 123-46.","§p ph ʔb t th ʔd k kh ʔ
ts
ɸ s h
m n ŋ
l
r","p ph ʔb t th ʔd k kh ʔ",ts,"ɸ s h","m n ŋ",l,r,,,"j w",§,"i e ɛ","ɨ ə a","u o ɔ","v all",,,,(C)CV(C),"hi lev hi ris hi fall mid fall lo fall lo ris",,,,,,,,,,,,
2573,Lao,Laotian,,Laos,"10 million","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern","§Marcus, Russell. 1970. English-Lao : Lao-English Dictionary. Rutland Vermont: Charles E. Tuttle.
Kerr, Allen D. 1972. Lao-English Dictionary. Washington, D.C:. Catholic Univ of America Press.
Reinhorn, Marc. 1970. Dictionnaire laotien-franҫais, 2 vols. P","§Hospitalier, J.-J. 1937. Grammaire Laotienne. Paris: Paul Geuthner.
Nginn, Pierre S. 1965. Eléments de grammaire laotienne. Vientiane: Ministère de l'Education Nationale.
Morev, Lev N. 1972. Laosskij jazyk. Moscow: Nauka.","Roffe, G.Edward and Thelma W. Roffe. 1956-58. Spoken Lao. Washington, D.C.: American Council of Learned Societies.","Roffe, G. Edward. 1946. ""The Phonemic Structure of Lao,"" JAOS 66, 289-95.","§p ph b  h  c k kh ʔ

f v s h
m  ñ ŋ
l
(r)","p ph b  h  c k kh ʔ",,"f v s h","m  ñ ŋ",l,(r),,"cʷ th k kh č s h n ŋ l",j,§,"i e ɛ","ɨ ə a","u o ɔ","v all","(ṽ a)",,"§ia ɨa ua ai ao 
ia ɨa ua","C V (C)","hi ris hi fall mid lev lo level lo ris lo fall",,,,,3,,"§1* 4*
2* 5*
3* 6*

* The pronoun system shows many gradations of politeness and familiarity","SVO NA NG ND N-NUM N-POSS",,,PREP,
2574,Lü,Lue,,"SE China (SW Yunnan)","400,000","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,"§Hartmann, John F. 1979. ""Comparative Aspects of Lue Syntax,"" in PL, C49, 1-15. 
E","§




",,,,,,,,,,,,,,,,,,,,,,,,,,,"SVO NA",,,,
2575,Maw,,,Burma,,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,"Phu Thai",,,"NE Thailand (Sakon Nakhon)","100,000","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,Phuan,,,"C Thailand",,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,Shan,,,"EC Burma (Shan)","2 million","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern","§Cushing J.N. 1914. A Shan and English Dictionary. Rangoon: American Baptist Mission Press. [Reprinted 1971 by Gregg International Publishers, Farnborough, England]
","GD: Cushing J.N. 1906. Elementary Handbook of the Shan Language. Rangoon: American Baptist Mission Press. [Reprinted 1971 by Gregg International Publishers, Farnborough, England]","Bigg-Wither. Ferdinand. 1911. A Guide to the Study of Shan Language. Rangoon: American Baptist Mission Press.","§Egerod Søren 1957. ""Essentials of Shan Phonology and Script,"" Academia Sinica 29:1, 121-9.
Egerod Søren. 1962. ""Three Shan Texts,"" Acta Orientalia 26, 149-88.","§p ph t th c ch k kh (ʔ)

s sh h
m n ñ ŋ
l
r","p ph t th c ch k kh (ʔ)",,"s sh h","m n ñ ŋ",l,r,,,"j w",§,"i e æ","ɨ ə a","u o ɔ","v all",,,"au iu ow oi",,"hi, mid, lo, ris, fall",,,,,,,,"SVO NA NG ND N-POSS",,,PREP,
2579,Thai,Siamese,,Thailand,"20 million","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern","§McFarland, George B. 1954. Thai -English Dictionary. Stanford: Stanford Univ Press.
Haas, Mary R. 1964. Thai-English Student's Dictionary. Stanford: Stanford Univ Press.
Manich Jumsai, M.L. 1960. English-Thai Dictioanary. London: Macmillan.","Noss, Richard B. 1964. Thai Reference Grammar. Washington, D.C.: Foreign Service Institute.","§Anthony, Edward M., Deborah P. French and Udom Warotamasikkhadit. 1968. Foundations of Thai, 2 vols. Ann Arbor: Univ of Michigan Press.
Haas, Mary R. and Heng R. Subhanka. 1973. Spoken Thai. Ithaca, N.Y.: Spoken Languages Service.","§Abramson, Arthur S. 1962. The Vowels and Tones of Standard Thai. Bloomington: Indiana Univ.
Warotamasikkhadit. Udom. 1972. Thai Syntax. The Hague: Mouton.
Li, Fang Kuei. 1977. A Handbook of Comparative Tai. OLSP 15.","§p ph  h c ch k kh ʔ
  b               (ɡ)
  f                         h
 m                ŋ
          l
         (ɾ)","p ph b  h  c ch k kh (ɡ) ʔ",,"f  h","m  ŋ",l,(ɾ),,,"j w","§ I   ɨ  ʋ
      ə  o
  ɛ      ɔ
  æ  a","I ɛ æ","ɨ ə a","ʋ o ɔ","i e æ ɨ ə a u o ɔ",,,"§ia ɨa ua 
ia ɨa ua",(C)(C)V(C),"hi, mid, lo, ris, fall",,,,,3,,"§*1mf 4
2 5
3Pfn 6
P=plain
*The pronoun system has numerous polite-intimate distinctions.","SVO NA NG ND N-NUM N-POSS N+A+Num+D",,,PREP,
2580,"Northern Thai",,,"N Thailand","3 million","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,"Mundhenk, Norman Arthur. 1967. Auxiliary Verbs in Myang of Northern Thailand. HSL 22.","§




",,,,,,,,,,,,,,,,,,,,,,,,,,,"SVO NA NG ND NUM-N/N-NUM N-POSS",,,PREP,
2581,"Southern Thai",,,"S Thailand","2 million","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,"White Tai",,,"NW Vietnam (Lai Chau)","60,000","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,"Donaldson, Jean. 1963. White Tai Phonology. HSL 5.","§p ph b t th d k kh (ʔ)
č čh
f s x h
m n ñ ŋ
l
","p ph b t th d k kh (ʔ)","č čh","f s x h","m n ñ ŋ",l,,,"cʷ k kh x ŋ","j w",§,"i e ɛ","ɨ ə ɐ a","u o ɔ",a,,,,(C)V(C),"hi ris, hi ris-glot, mid lev, mid lev glot, lo-mid, lo fall glot, lo ris glot",,,,,,,,,,,,
2583,"Black Tai",,,"NW Vietnam","300,000","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,"Fippinger, Jay and Dorothy Fippinger. 1970. ""Black Tai Phonemes, with Reference to White Tai,"" AL 12, 83-97.","§p b t th d k ʔ (b, d in free variation with ɓ, ɗ)
č
f v s x h
m n ñ ŋ
l
","p b t th d k ʔ (b, d in free variation with ɓ, ɗ)",č,"f v s x h","m n ñ ŋ",l,,,"cʷ k x ŋ","j w",§,"i e ɛ","ɨ ə a","u o ɔ","v a only",,,"iə ɨə uə",CV(C),"hi lev, hi ris, hi-mid lev, mid fall glot, lo-mid lev, lo lev glot",,,,,,,,"SVO NA",,,,
2584,"Red Tai",,,"N Vietnam","50,000","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,"Tay Nua",,,"SE China ( S Yunnan)",,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,Ya,"Tai Ya",,"SE China (C Yunnan)",,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,E,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SVO,,,,
2587,Yuan,,,Thailand,"2 million","Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,"Yunnan Shant'ou",,,"SE China (SC Yunnan)",,"Austric: Daic: Li-Kam-Tai: Be-Kam-Tai: Kam-Tai: Tai: Southwestern",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,Proto-Austronesian,,,"SE Asia",,"Austric: Austro-Tai: Austronesian",,,,"§Chrétien, C. Douglas. 1965. ""The Statistical Structure of the Proto-Austronesian Morph,"" Lingua 14, 243-70.
Prentice, D. J. 1974. ""Yet Another PAN Phoneme,"" OL 13, 33-75.
Wolff, John. 1974. ""Proto-Austronesian *r and *d,"" OL 13, 77-121.","§p b t d ṭ ḍ c ɉ k ɡ q G ʔ

s h
m n ñ ŋ
l ḷ
r","p b t d ṭ ḍ c ɉ k ɡ q G ʔ",,"s h","m n ñ ŋ","l ḷ",r,,,"j w",§,i,"ə a",u,,,,,(C)V(C),,,,,,,,,,,,,"There is no concensus on the phonemes of proto-austronesian, the phonological system sketched above is a composite of several different sources."
2590,Atayal,,,"NC Taiwan","35,000","Austric: Austronesian: Atayalic","§Egerod, Søren. 1965a. ""An English-Atayal Vocabulary,"" Acta Orientalia 29, 203-20.
Egerod, Søren. 1980. Atayal-English Dictionary, 2 vols. London: Curzon Press.
",,,"§Egerod, Søren. 1965b. ""Verb Inflection in Atayal,"" Lingua 15, 251-82.
Egerod, Søren. 1966a. ""A Statement on Atayal Phonology,"" Artibus Asiae, Supplement 23, 120-30.
Dyen, Isidore. 1971. ""The Austronesian Languages of Formosa,"" CTIL 8, 168-99. 
RPTP.
Eger","§p t    k q  ʔ
     ts
     s    x    ɦ
    ž ɣ
 m n   ŋ
      l
      ɾ","p t k q ʔ",ts," s ž x ɣ ɦ","m n ŋ",l,ɾ,,,"j w","§ i       u
  ɛ (ə)  ɔ
       a","i ɛ","(ə) a","u ɔ","v i u only",,,,,,final,,,,2,,"§1 4ie
2 5
3 6","VSO/VOS NA NG ND NUM-N N-POSS",,,PREP,
2591,Sedeq,Seediq,,"EC Taiwan","20,000","Austric: Austronesian: Atayalic",,,,"§Dyen, Isidore. 1971. ""The Austronesian Languages of Formosa,"" CTIL 8, 168-99.
Starosta, Stanley. 1974. ""Causative Verbs in Formosan Languages,"" OL 13, 279.
RPTP","§p  t      k q ʔ
  b d
         ǧ
     s      x 
             ɣ
 m n      ŋ
      l
      ɾ","p b t d k q ʔ",ǧ,"s x ɣ","m n ŋ",l,ɾ,,,"j w","§ i  ɨ  u
      a",i,"ɨ a",u,,,,,,,,,,,,,,"VOS NG ND N-POSS",,,PREP,
2592,Proto-Tsouic,,,Taiwan,,"Austric: Austronesian: Tsouic",,,,RPTP,"§p   t      k ʔ
       ts č
    ϑ s         h
 v    z ž
 m   n ñ ŋ
       l ɬ
       ɾ r","p t k ʔ","ts č","v ϑ s z ž h","m n ñ ŋ","l ɬ","ɾ r",,,"j w","§ i ɨ u
     a",i,"ɨ a",u,,"ṽ a",,,,,,,,,,,,,,,,
2593,Rukai,,Budai,"SE Taiwan","6,300","Austric: Austronesian: Tsouic",,,,RPTP,"§p     t    k
  b    d ḍ ɡ
        ts
     ϑ s
 v  ð
 m    n    ŋ
        ɬ
        ɾ r","p b t d ḍ k ɡ",ts,"v ϑ ð s","m n ŋ",ɬ,"ɾ r",,,,"§ i ɨ
        o
     a",i,"ɨ a",o,,,,,,,phonemic,,,,,,,VSO,,,,
2594,Rukai,,Tona,"SE Taiwan","6,300","Austric: Austronesian: Tsouic",,,,RPTP,"§p     t     k ʔ
  b    d ḍ  ɡ
        ts
     ϑ s
 v
 m n ŋ
     ɬ
","p b t d ḍ k ɡ ʔ",ts,"v ϑ s","m n ŋ",ɬ,,,,,"§ i ɨ
       o
     a",i,"ɨ a",o,,,,,,,phonemic,,,,,,,,,,,
2595,Rukai,,Mantauran,"SE Taiwan","6,300","Austric: Austronesian: Tsouic",,,,RPTP,"§p   t  k ʔ
       ts
       s    h
 v ð
 m   n ŋ
       ɬ
       ɾ r","p t k ʔ",ts,"v ð s h","m n ŋ",ɬ,"ɾ r",,,,"§  i ɨ
         o
      a",i,"ɨ a",o,,,,,,,,,,,,,,,,,,
2596,Rukai,,Maga,"SE Taiwan","8,000","Austric: Austronesian: Tsouic",,,,"§Starosta, Stanley. 1974. ""Causative Verbs in Formosan Languages,"" OL 13, 279-369.
RPTP","§p     t    k
  b     d ḍ ɡ
         ts
     ϑ  s
  v
  m    n    ŋ
         l
           ɹ","p b t d ḍ k ɡ",ts,"v ϑ s","m n ŋ",l,ɹ,,,,"§ i ɨ u
  ɛ ə ɔ
     a","i ɛ","ɨ ə a","u ɔ",,,,,,,phonemic,,,,,def,,"VSO NUM-N",,,PREP,
2597,Rukai,,Taromak,"SE Taiwan","6,300","Austric: Austronesian: Tsouic",,"Li, Paul Jen-kuei. 1973. Rukai Structure. Taipei: Institute of History and Philology, Academica Sinica.",,,"§p b t d ṭ ḍ k ɡ ʔ
ts
v ϑ ð s h
m n ŋ
l ḷ
r","p b t d ṭ ḍ k ɡ ʔ",ts,"v ϑ ð s h","m n ŋ","l ḷ",r,,,"j w",§,i,"ɨ a",u,"v all",,,,(C)(G)V(C),,final,,,,2,"def indef","§ 1 4ie
2 5
*3 *6","VSO AN NG DN NUM-N N-POSS D+Num+A+N",,,PREP,
2598,Tsou,,,"SC Taiwan","3,100","Austric: Austronesian: Tsouic: Tsouic Proper: Northern",,"GD: Tung, T'ung-ho, et al. 1964. A Descriptive Study of the Tsou Language, Formosa. Taipei: Institute of History and Philology, Academia Sinica.",,"§Dyen, Isidore. 1971. ""The Austronesian Languages of Formosa,"" CTIL 8, 168-99.
Starosta, Stanley. 1974. ""Causative Verbs in Formosan Languages,"" OL 13, 279-369.
Stanley, Patricia. 1979. ""Morphophonemics of Verb Suffixes in Tsou,"" PL C45, 187-98.","§p ʔb t k ʔ
ts
f v s z h
m n ŋ
ʔl
","p ʔb t k ʔ",ts,"f v s z h","m n ŋ",ʔl,,,,,§,"i ɛ","ɨ a","u ɔ",,,,,(C)(C)V,,"non-phonemic (usually penultimate)",,,,"6 (this visible/that visible/yonder visible/invisible but already seen/invisible never seen/invisible near)",,"§1 4ie
2 5
3 6","VSO/VOS AN NG DN NUM-N N-POSS",,"Noun Incorp",PREP,
2599,Kanakanabu,,,"SC Taiwan",150,"Austric: Austronesian: Tsouic: Tsouic Proper: Southern",,,,"§Dyen, Isidore. 1971. ""The Austronesian Languages of Formosa,"" CTIL 8, 168-99. 
RPTP.","§p t k ʔ
ts
 s (h)
m n ŋ
l
r","p t k ʔ",ts," s (h)","m n ŋ",l,r,,"c m n only",,§,"i (e)","ɨ a","u (ɔ)",v,,,,"(C) V ",,phonemic,,,,,,"§1 4ie
2 5
3","VSO NG ND NUM-N N-POSS",,,PREP,"""Most speak Bunan also. No fluent speakers under 25 (1976). Older speakers are generally fluent in Japanese; younger speakers, in Mandarin. Knowledge of Taiwanese seems rather limited."" RPTP, 26."
2600,Saaroa,,,"SC Taiwan",350,"Austric: Austronesian: Tsouic: Tsouic Proper: Southern",,,,RPTP,"§p t k (ɡ) ʔ
ts (č) (ǧ)
 s (h)
m n ŋ
ɬ
ɾ r","p t k (ɡ) ʔ","ts (č) (ǧ)"," s (h)","m n ŋ",ɬ,"ɾ r",,,,§,"i (ɛ)","ɨ a","ʋ (ɔ)",v,,,,"(C) V",,"non-phonemic (penult/antepenult)",,,,,,"§1 4ie
2 5
3","VSO NG ND N-POSS",,,PREP,"""Most of the Saaroa people, except for the very old, can understand and speak Bunun fluently, but only a few Bununs understand Saaroa. Saaroa children speak Saaroa rather poorly."" RPTP, 59."
2601,Bunun,,Takituduh,"SC Taiwan","24,000","Austric: Austronesian: Paiwanaic",,,,"§Starosta, Stanley. 1974. ""Causative Verbs in Formosan Languages,"" OL 13, 279-369. 
RPTP","§p ʔb t ʔd k q ʔ
č
v ð s h
m n ŋ
l
","p ʔb t ʔd k q ʔ",č,"v ð s h","m n ŋ",l,,,,,§,i,a,u,,,,,,,final,,,,,def,,VSO,,,,"The Ishbukun D. differs from the Takituduh D. (1) in lacking q,h,l, (2) in possessing χ, ɬ, and (3) in exhibiting penultimate stress."
2602,Paiwan,,,"S Taiwan","45,000","Austric: Austronesian: Paiwanaic",,,,RPTP,"§p b t d ḍ c ɉ k ɡ q ʔ
ts
v s z
m n ŋ
ɬ
r ɾ","p b t d ḍ c ɉ k ɡ q ʔ",ts,"v s z","m n ŋ",ɬ,"r ɾ",,,"j w",§,i,"ɨ a",u,,,,,,,penult,,,,,,,,,,,
2603,Puyuma,,,"SE Taiwan","7,200","Austric: Austronesian: Paiwanaic",,,,RPTP,"§p t ṭ k ʔ

ɸ  ð s  h ɦ
m n ŋ
l ḷ
r","p t ṭ k ʔ",,"ɸ  ð s  h ɦ","m n ŋ","l ḷ",r,,,"j w",§,i,"ɨ a",u,,,,,,,final,,,,,,,,,,,
2604,Saisiyat,,,"NC Taiwan","2,900","Austric: Austronesian: Paiwanaic",,,,"§Dyen, Isidore. 1971. ""The Austronesian Languages of Formosa,"" CTIL 8, 168-99.
Starosta, Stanley. 1974. ""Causative Verbs in Formosan Languages,"" OL 13, 279-369.
Li, Paul Jen-kuei. 1978. ""The Case-Marking Systems of the Four Less-Known Formosan Languages,""","§p b t k ʔ

  š h
m n ŋ

ɾ ɹ","p b t k ʔ",,"  š h","m n ŋ",,"ɾ ɹ",,,"j w",§,"i e œ æ","ɨ a",o,,,,,CV(C),,final,,,,,,"§1 4ie
2 5
3 6","SVO/VOS NG DN/ND NUM-N POSS-N/N-POSS",,,PREP,
2605,Ami,,,"E Taiwan","90,000","Austric: Austronesian: Paiwanaic",,,,"§Starosta, Stanley. 1974. ""Causative Verbs in Formosan Languages,"" OL 13, 279-369.
RPTP","§p t k ʔ
ts
v s ɣ h
m n ŋ
ɬ
ɾ r","p t k ʔ",ts,"v s ɣ h","m n ŋ",ɬ,"ɾ r",,,"j w",§,i,"ɨ a",u,,,,,,,,,,,,def,,"VSO/VOS NG DN NUM-N",ERG,,PREP,
2606,Kavalan,,,"NE Taiwan","possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,"Li, Paul Jen-kuei. 1978. ""The Case-Marking Systems of the Four Less-Known Formosan Languages,"" PL C61, 569-615.","§




",,,,,,,,,,,,,,,,,,,,,,,,,,"§1 4ie
2 5
3 6","VOS/(VSO) NG ND POSS-N/N-POSS",,,PREP,
2607,Pazeh,,,"WC Taiwan",,"Austric: Austronesian: Paiwanaic: Sinicized",,,,"§Li, Paul Jen-kuei. 1978. ""The Case-Marking Systems of the Four Less-Known Formosan Languages,"" PL C61, 569-615. 
RPTP","§p b t d k ɡ ʔ

s z x h
m n ŋ
l
r","p b t d k ɡ ʔ",,"s z x h","m n ŋ",l,r,,,"j w",§,i,"ɨ a",u,,,,,,,,,,,,,"§1 4ie
2 5
3 6","VOS AN GN DN NUM-N POSS-N",,,PREP,"All speakers over 60 (1969)"
2608,Thao,,,"C Taiwan",320,"Austric: Austronesian: Paiwanaic: Sinicized",,,,"Li, Paul Jen-kuei. 1978. ""The Case-Marking systems of the Four Less-Known Formosan Languages,"" PL C61, 569-615. RPTP","§p ʔb t ʔd k q ʔ

f ϑ ð š h
m n ŋ
l ɬ
r","p ʔb t ʔd k q ʔ",,"f ϑ ð š h","m n ŋ","l ɬ",r,,,"j w",§,i,a,u,v,,,,,,"phonemic (but mostly penult)",,,,,,"§1 4ie
2 5
3 6","VSO AN GN DN POSS-N",,,,
2609,Ketangalan,,,"N Taiwan","possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,Basay,,,Taiwan,extinc,"Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,Taokas,,,"NW Taiwan","possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,Papora,,,"W Taiwan","possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,Babuza,,,"W Taiwan","possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,Hoanya,,,"C Taiwan","Possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,Siraya,,,Taiwan,"possibly extinct","Austric: Austronesian: Paiwanaic: Sinicized",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,Chamorro,,,"Marianas Is (Guam)","50,000","Austric: Austronesian: Malayo-Polynesian: Western","§Cruz, F. 1967. Chamorro-English, English-Chamorro Dictionary. Hong Kong: Green Pagoda Press.
Topping, Donald M., Pedro M. Ogo and Bernadita C. Dungca. 1975. Chamorro-English Dictionary. Honolulu: Univ of Hawaii Press.
GD: Pressing, Edward Ritter von. 191","§Pressing, Edward Ritter-von. 1918. Dictionary and Grammar of the Chamorro Language of the Island of Guam. washington, DC: Government Printing Office.
Topping, Donald M. 1973. Chamorro Reference Grammar. Honolulu: Univ Press of Hawaii.","Topping, Donald M. 1969a. Spoken Chamorro. Honolulu: Univ Press of Hawaii.","§Seiden, William. 1960. ""Chamorro Phonemes,"" AL 2:4, 6-35.
Topping, Donald M. 1968. ""Chamorro Vowel Harmony,"" OL 7, 67-79.
Topping, Donald M. 1969b. ""A Restatement of Chamorro Phonology,"" AL 11, 62-77.
Witucki, Jeannette, 1974. ""The Vowels of Chamorro,"" P","§p  t     k   ʔ
  b  d    g
      ts
     dz
  f  s          h
 m n ñ ŋ
      l
      ɹ","p b t d k ɡ ʔ","ts dz","f s h","m n ñ ŋ",l,ɹ,,"§c p b t d k ɡ s m n l only 
cʷ ɡ","j w","§ i   u
 (e) (o)
  æ   ɑ","i (e) æ",,"u (o) ɑ",,,"vowel harmony","ai ao","(C) (C) V (C)",,"phonemic, but mostly penult"," s p",,,3,"def, indef","§1 4ie
2 5
3 6","VSO/SVO  AN/(NA[nationality]) NG DN NUM-N N-POSS D+Num+A+N",,,PREP,
2617,Palauan,,,"W Caroline Is (Palau Is)","12,000","Austric: Austronesian: Malayo-Polynesian: Western","McManus, Edwin G. 1977. Palauan-English Dictionary. Honolulu: Univ Press of Hawaii.","§Capell, A. 1949. A Grammar of the Language of Palau. Washington, D.C.: National Research Council. 
Josephs, Lewis S. 1975. Palauan Reference Grammar. Honolulu: Univ Press of Hawaii.","Carlson, Clayton H. 1967. Palauan Lessons. Honolulu: Pacific and Asian Linguistic Institute, Univ of Hawaii.","Bender, Byron W. 1971. ""Micronesian Languages,"" CTIL 8, 426-65.","§        k ʔ
  b
       s
    ð    (ɣ) 
 m       ŋ
        l
        ɾ 
/ɣ/ has been replaced by /ʔ/ in the speech of all speakers under 50 (1949) Capell p. 4.","b  k ʔ",,"ð s (ɣ)  /ɣ/ has been replaced by /ʔ/ in the speech of all speakers under 50 (1949) Capell p. 4.","m ŋ",l,ɾ,,"c l r","j w","§ i        u
   ɛ (ə)  o
      a","i ɛ","(ə) a","u o","v i ɛ u o only",,,," l↔| ",,phonemic,"s p [human nouns only]",,,3,def,"§1 4ie
2 5
3 6h
6 is used for human nouns only","SVO AN NG DN NUM-N N-POSS D+Num+A+N",,,PREP,
2618,Yapese,,,"W Caroline Is (Yap Is)","5,000","Austric: Austronesian: Malayo-Polynesian: Western","Jensen, John Thayer. 1977a. Yapese-English Dictionary. Honolulu: Univ Press of Hawaii.","Jensen, John Thayer. 1977b. Yapese Reference Grammar. Honolulu: Univ Press of Hawaii.",,"Bender, Byron W. 1971. ""Micronesian Languages,"" CTIL 8, 426-65.","§p pʔ        ʔ      k kʔ    ʔ
                     c
 f fʔ  ϑ ϑʔ        ṣ           (h)
    ð           () ɣ
 m ʔm      ʔ     ŋ (ʔŋ)
                 ʔ
                      ṛ","p pʔ  ʔ k kʔ ʔ",c," f fʔ ϑ ϑʔ ð ṣ () ɣ (h)","m ʔm  ʔ ŋ (ʔŋ)"," ʔ",ṛ,,,,"§ i    u
  e ɵ o
  ɛ
     a ɑ","i e ɛ","ɵ a","u o ɑ","v all",,,,(C)(C)V(C),,,,,,3,"def, indef","§1 4die 4ie
2 5d 5
3 6d 6","VSO NA NG ND NUM-N N-POSS NUM+N+D",,"noun incorp",PREP,
2619,Proto-Philippine,,,Philippines,,"Austric: Austronesian: Malayo-Polynesian: Western",,,,"Charles, Mathew. 1974. ""Problems in the Reconstruction of Proto-Philippine Phonology and the subgrouping of the Philippine Languages,"" OL 13, 457-509","§p b t d k (ɡ) ʔ
ǧ
s h
m n ñ ŋ
l
(r) ’","p b t d k (ɡ) ʔ",ǧ,"s h","m n ñ ŋ",l,"(r) ʁ",,,"j w",§,"i e",a,u,,,,,,,penult/final,,,,,,,,,,,
2620,Isnag,,,"N Philippines (N Luzon)","29,000","Austric: Austronesian: Malayo-Polynesian: Western: Northern Philippines: Northern Luzon: Northern Cordilleran","Vanoverbergh, Morice. 1972. Isneg-English Vocabulary. OLSP 11.",,,"§AL 7:2
PML 
WPF","§p b t d k ɡ ʔ

s h
m n ŋ
l
ɾ","p b t d k ɡ ʔ",,"s h","m n ŋ",l,ɾ,,"c all but ʔ h","j w",§,I,ə,ʋ,"v i e a u ɔ",,,,,,phonemic,,,,3,,"§1 4di 4ie
2 5
3 6",,,,,
